number,carat,cut,color,clarity,depth,table,price,x,y,z,PB 
45446,0.55,Ideal,D,VS2,61.6,57,1673,5.25,5.3,3.25,2
45447,0.67,Ideal,F,SI2,62,58,1673,5.6,5.63,3.48,2
45448,0.52,Good,E,VS2,58.3,61,1673,5.26,5.31,3.08,2
45449,0.72,Good,H,SI2,64.1,58,1674,5.65,5.68,3.63,2
45450,0.53,Ideal,H,VVS2,61.8,56,1674,5.2,5.22,3.22,2
45451,0.51,Ideal,D,VS2,61.5,56,1674,5.21,5.17,3.19,2
45452,0.61,Very Good,G,VS2,63,58,1675,5.4,5.43,3.41,2
45453,0.71,Very Good,J,VS2,62.1,58,1675,5.71,5.73,3.55,2
45454,0.5,Premium,E,VS1,62.4,59,1675,5.06,5.1,3.17,2
45455,0.5,Very Good,E,VS1,62.7,56,1675,5.09,5.12,3.2,2
45456,0.5,Very Good,E,VS1,61.7,57,1675,5.12,5.16,3.17,2
45457,0.5,Ideal,E,VS1,61.9,55,1675,5.08,5.13,3.16,2
45458,0.7,Good,I,SI2,63.5,56,1675,5.59,5.63,3.56,2
45459,0.5,Premium,E,VS1,62.2,58,1675,5.03,5.06,3.14,2
45460,0.51,Ideal,E,VS2,61.9,55,1675,5.1,5.14,3.17,2
45461,0.52,Ideal,G,SI1,61.2,55,1675,5.2,5.23,3.19,2
45462,0.52,Ideal,G,SI1,61.4,56,1675,5.18,5.21,3.19,2
45463,0.55,Ideal,E,SI1,61.7,54,1675,5.26,5.27,3.25,2
45464,0.55,Very Good,F,VS2,61.8,57,1676,5.23,5.28,3.25,2
45465,0.54,Very Good,E,VS1,61.7,58,1676,5.24,5.27,3.24,2
45466,0.53,Ideal,E,VS2,61.5,56,1676,5.18,5.23,3.2,2
45467,0.53,Ideal,E,VS2,61.8,56,1676,5.17,5.21,3.21,2
45468,0.5,Premium,E,VS2,62.6,58,1676,5.12,5.07,3.19,2
45469,0.5,Ideal,E,VS2,62.9,55,1676,5.11,5.07,3.2,2
45470,0.5,Premium,E,VS2,62.9,60,1676,5.1,5.07,3.2,2
45471,0.5,Premium,E,VS2,62,58,1676,5.09,5.07,3.15,2
45472,0.5,Ideal,E,VS2,62,56,1676,5.1,5.06,3.15,2
45473,0.5,Ideal,E,VS2,62.3,57,1676,5.08,5.04,3.15,2
45474,0.5,Premium,E,VS2,62.8,60,1676,5.08,5.02,3.17,2
45475,0.5,Premium,E,VS2,62.7,59,1676,5.06,5.02,3.16,2
45476,0.72,Premium,F,SI2,61.3,59,1676,5.81,5.76,3.55,2
45477,0.76,Premium,G,SI2,58.8,59,1676,5.97,5.93,3.5,2
45478,0.57,Premium,F,SI1,59.5,60,1676,5.43,5.42,3.23,2
45479,0.52,Ideal,D,VS2,60.3,56,1677,5.24,5.27,3.17,2
45480,0.56,Ideal,D,SI1,61.9,55,1677,5.29,5.31,3.28,2
45481,0.51,Very Good,D,VS2,62.2,57,1678,5.11,5.14,3.19,2
45482,0.51,Ideal,D,VS2,62.2,58,1678,5.1,5.12,3.18,2
45483,0.5,Ideal,D,VS2,61.7,53,1678,5.14,5.16,3.18,2
45484,0.51,Ideal,D,VS2,62.4,55,1678,5.12,5.14,3.2,2
45485,0.53,Ideal,H,VS1,61.7,56,1678,5.21,5.23,3.22,2
45486,0.53,Ideal,H,VS1,61.6,55,1678,5.2,5.22,3.21,2
45487,0.53,Ideal,H,VS1,61.8,56,1678,5.22,5.26,3.24,2
45488,0.5,Ideal,E,VS1,62.4,58,1678,5.04,5.06,3.15,2
45489,0.5,Good,F,VVS2,64.5,62.3,1678,4.92,4.93,3.17,2
45490,0.53,Very Good,E,VS2,63.5,59,1678,5.17,5.13,3.27,2
45491,0.6,Very Good,H,VS1,60.2,60,1679,5.45,5.48,3.29,2
45492,0.56,Very Good,F,SI1,60,57,1679,5.41,5.38,3.24,2
45493,0.55,Ideal,F,VS2,61.3,55,1679,5.29,5.31,3.25,2
45494,0.52,Ideal,D,VS2,62,56,1679,5.17,5.19,3.21,2
45495,0.5,Ideal,F,VS1,62,55.1,1679,5.05,5.11,3.16,2
45496,0.5,Ideal,F,VS1,62.5,52.4,1679,5.07,5.11,3.18,2
45497,0.51,Very Good,F,VS1,60,59,1680,5.18,5.22,3.12,2
45498,0.52,Very Good,F,VS2,60,61.5,1680,5.19,5.23,3.13,2
45499,0.58,Ideal,I,VVS1,62.1,56,1680,5.32,5.34,3.31,2
45500,0.54,Ideal,F,VS2,60.5,56,1680,5.27,5.29,3.2,2
45501,0.54,Ideal,F,VS2,59.8,58,1680,5.29,5.34,3.18,2
45502,0.51,Ideal,F,VS1,60.4,56,1680,5.18,5.21,3.14,2
45503,0.57,Good,F,VS2,60,61,1680,5.36,5.43,3.24,2
45504,0.54,Ideal,I,VVS1,62.7,57,1681,5.22,5.14,3.25,2
45505,0.61,Ideal,F,SI1,61.4,56,1681,5.46,5.42,3.34,2
45506,1,Premium,J,I1,58.3,58,1681,6.61,6.51,3.82,2
45507,0.53,Very Good,D,VS2,62.6,58,1682,5.14,5.18,3.23,2
45508,0.52,Very Good,E,VS1,60.7,54,1682,5.22,5.29,3.19,2
45509,0.5,Very Good,D,VS2,61.2,55,1682,5.07,5.12,3.12,2
45510,0.56,Ideal,G,VS1,60.7,57,1682,5.27,5.34,3.22,2
45511,0.55,Ideal,F,VS1,60.3,57,1682,5.32,5.37,3.23,2
45512,0.51,Ideal,E,SI1,61.5,57,1682,5.11,5.16,3.16,2
45513,0.55,Good,F,VS1,59.5,62,1682,5.3,5.35,3.17,2
45514,0.64,Premium,E,SI1,61.2,62,1682,5.56,5.52,3.39,2
45515,0.52,Ideal,E,SI1,61,57,1682,5.22,5.2,3.18,2
45516,0.58,Ideal,E,VS2,62.3,54,1683,5.39,5.43,3.37,2
45517,0.58,Ideal,E,VS2,61.7,57,1683,5.35,5.42,3.32,2
45518,0.43,Ideal,G,IF,61.3,55,1683,4.86,4.89,2.99,2
45519,0.53,Ideal,F,VS2,62.3,55,1683,5.2,5.17,3.23,2
45520,0.53,Ideal,D,SI1,62.3,56,1683,5.18,5.15,3.22,2
45521,0.53,Ideal,D,SI1,62,57,1683,5.23,5.19,3.23,2
45522,0.5,Premium,D,VS2,61.1,58,1683,5.18,5.09,3.14,2
45523,0.54,Ideal,E,VS2,61.8,55,1684,5.26,5.22,3.24,2
45524,0.57,Ideal,F,VS2,61.6,56,1684,5.37,5.34,3.3,2
45525,0.54,Premium,G,VS1,61.1,59,1684,5.2,5.24,3.19,2
45526,0.57,Ideal,D,SI1,61.4,55,1684,5.34,5.35,3.28,2
45527,0.5,Ideal,H,VVS1,61.4,57,1684,5.08,5.11,3.12,2
45528,0.59,Ideal,D,SI1,62.1,56,1684,5.36,5.4,3.34,2
45529,0.54,Ideal,G,VS1,61.4,57,1684,5.23,5.2,3.2,2
45530,0.5,Premium,E,VS2,59.3,62,1684,5.25,5.18,3.09,2
45531,0.56,Ideal,F,SI1,61.1,55.9,1685,5.33,5.35,3.26,2
45532,0.54,Good,G,VS1,60.8,62,1685,5.22,5.24,3.18,2
45533,0.56,Very Good,G,VS1,60.2,56,1686,5.35,5.37,3.23,2
45534,0.55,Ideal,H,VS1,61.2,56,1686,5.26,5.3,3.23,2
45535,0.81,Fair,H,SI2,66.2,58,1687,5.78,5.74,3.81,2
45536,0.51,Ideal,D,SI1,60.4,55,1687,5.48,5.18,3.16,2
45537,0.56,Ideal,H,VS2,62.4,56,1687,5.27,5.23,3.28,2
45538,0.51,Ideal,F,VS2,61.4,56,1687,5.16,5.13,3.16,2
45539,0.51,Ideal,F,VS2,60.6,56,1687,5.19,5.17,3.14,2
45540,0.51,Premium,F,VS2,61,58,1687,5.17,5.1,3.13,2
45541,0.51,Premium,F,VS2,62.1,58,1687,5.12,5.09,3.17,2
45542,0.51,Ideal,F,VS2,62.9,55,1687,5.12,5.08,3.21,2
45543,0.51,Ideal,F,VS2,62.9,57,1687,5.11,5.09,3.21,2
45544,0.51,Ideal,D,SI1,61.8,55,1687,5.18,5.14,3.19,2
45545,0.51,Premium,D,SI1,60.1,60,1687,5.17,5.15,3.1,2
45546,0.51,Premium,D,SI1,61,60,1687,5.18,5.15,3.15,2
45547,0.51,Premium,D,SI1,60.3,59,1687,5.22,5.2,3.14,2
45548,0.51,Premium,D,SI1,62.3,57,1687,5.13,5.08,3.18,2
45549,0.51,Ideal,D,SI1,62.4,57,1687,5.13,5.09,3.19,2
45550,0.51,Ideal,D,SI1,61.6,56,1687,5.12,5.1,3.15,2
45551,0.51,Ideal,D,SI1,61.7,55,1687,5.16,5.11,3.17,2
45552,0.51,Premium,D,SI1,61.6,58,1687,5.14,5.12,3.16,2
45553,0.51,Premium,D,SI1,60.9,59,1687,5.19,5.13,3.14,2
45554,0.51,Premium,D,SI1,60.1,60,1687,5.18,5.14,3.1,2
45555,0.51,Ideal,D,SI1,62.8,56,1687,5.09,5.07,3.19,2
45556,0.51,Ideal,F,VS2,63.2,57,1687,5.08,5.05,3.2,2
45557,0.54,Premium,E,VS2,59,60,1687,5.38,5.32,3.15,2
45558,0.56,Very Good,H,VS1,59.8,56,1688,5.35,5.38,3.21,2
45559,0.5,Very Good,D,VS2,63,57,1688,5.03,5.06,3.18,2
45560,0.64,Very Good,F,SI1,60.7,59,1688,5.51,5.59,3.37,2
45561,0.53,Good,F,VS1,64.2,56,1688,5.11,5.14,3.29,2
45562,0.52,Ideal,E,VS2,62.6,57,1689,5.09,5.17,3.21,2
45563,0.52,Good,G,VS1,63.3,55,1689,5.09,5.12,3.23,2
45564,0.52,Ideal,E,VS2,61.8,55,1689,5.17,5.19,3.2,2
45565,0.52,Ideal,G,VS1,62.3,55,1689,5.14,5.16,3.21,2
45566,0.52,Ideal,E,VS2,61.1,57,1689,5.18,5.2,3.17,2
45567,0.52,Ideal,E,VS2,59.5,57,1689,5.25,5.27,3.13,2
45568,0.52,Premium,G,VS1,61.2,60,1689,5.13,5.19,3.16,2
45569,0.52,Premium,E,VS2,60.7,58,1689,5.17,5.21,3.15,2
45570,0.52,Very Good,E,VS2,60.3,60,1689,5.17,5.21,3.13,2
45571,0.52,Very Good,E,VS2,62.5,56,1689,5.15,5.18,3.23,2
45572,0.52,Ideal,E,VS2,62.2,56,1689,5.11,5.15,3.19,2
45573,0.52,Ideal,E,VS2,61.1,55,1689,5.2,5.27,3.2,2
45574,0.52,Ideal,G,VS1,62.7,56,1689,5.14,5.16,3.23,2
45575,0.52,Very Good,G,VS1,61.1,58,1689,5.16,5.19,3.16,2
45576,0.52,Premium,G,VS1,62.4,59,1689,5.13,5.16,3.21,2
45577,0.52,Ideal,E,VS2,61.7,55,1689,5.16,5.21,3.2,2
45578,0.52,Very Good,G,VS1,61.7,56,1689,5.17,5.21,3.2,2
45579,0.52,Ideal,G,VS1,61.1,55,1689,5.15,5.19,3.16,2
45580,0.52,Ideal,G,VS1,61.8,55,1689,5.17,5.21,3.21,2
45581,0.52,Very Good,G,VS1,62.4,60,1689,5.11,5.12,3.19,2
45582,0.52,Ideal,G,VS1,60.9,55,1689,5.16,5.22,3.16,2
45583,0.52,Ideal,E,VS2,61.2,56,1689,5.16,5.23,3.18,2
45584,0.52,Ideal,G,VS1,62.4,56,1689,5.11,5.15,3.2,2
45585,0.52,Ideal,G,VS1,62.7,57,1689,5.12,5.15,3.22,2
45586,0.52,Ideal,E,VS2,62,55,1689,5.14,5.19,3.2,2
45587,0.52,Ideal,E,VS2,61.9,56,1689,5.12,5.16,3.18,2
45588,0.57,Premium,F,VS1,59.9,59,1689,5.35,5.4,3.22,2
45589,0.52,Very Good,E,VS2,60.9,57,1689,5.17,5.2,3.16,2
45590,0.52,Premium,G,VS1,62.6,59,1689,5.08,5.11,3.19,2
45591,0.52,Very Good,E,VS2,62.3,57,1689,5.1,5.17,3.2,2
45592,0.52,Ideal,E,VS2,60.9,57,1689,5.21,5.23,3.18,2
45593,0.52,Ideal,H,VS2,61.7,55,1689,5.2,5.23,3.22,2
45594,0.52,Ideal,D,VS2,62.1,57,1689,5.13,5.17,3.2,2
45595,0.51,Ideal,G,VS1,62.4,57,1689,5.1,5.13,3.19,2
45596,0.56,Ideal,I,IF,61.9,54,1689,5.29,5.34,3.29,2
45597,0.53,Ideal,E,VS2,62.1,54.6,1690,5.19,5.21,3.23,2
45598,0.5,Ideal,D,VS2,61.9,55,1690,5.09,5.12,3.16,2
45599,0.5,Ideal,D,VS2,61.9,57,1690,5.08,5.1,3.15,2
45600,0.58,Ideal,G,SI1,61.5,56,1690,5.35,5.38,3.3,2
45601,0.5,Good,G,VVS2,61.2,63.3,1690,5.06,5.08,3.1,2
45602,0.47,Good,E,VVS1,64,62,1690,4.9,4.97,3.16,2
45603,0.5,Good,E,VS1,60.3,62,1690,5.1,5.11,3.08,2
45604,0.71,Premium,J,SI1,62.4,61,1690,5.68,5.63,3.53,2
45605,0.61,Ideal,D,SI2,59.9,57,1690,5.55,5.53,3.32,2
45606,0.71,Fair,G,SI2,65.6,56,1691,5.54,5.49,3.63,2
45607,0.54,Premium,F,VS2,62.4,58,1691,5.25,5.2,3.26,2
45608,0.57,Ideal,G,VS2,61.5,55,1691,5.33,5.37,3.29,2
45609,0.5,Ideal,F,VS2,62.7,56,1691,5.07,5.1,3.19,2
45610,0.56,Ideal,H,VS1,62.2,55.3,1691,5.26,5.31,3.28,2
45611,0.52,Ideal,G,VS1,60.8,55,1691,5.2,5.26,3.18,2
45612,0.51,Ideal,G,VS1,61.9,56,1691,5.12,5.16,3.18,2
45613,0.56,Ideal,E,SI1,61.6,56,1691,5.29,5.33,3.27,2
45614,0.69,Fair,G,SI2,65.4,63,1691,5.49,5.43,3.57,2
45615,0.7,Fair,J,VVS1,67.6,54,1691,5.56,5.41,3.71,2
45616,0.5,Very Good,F,VS1,62,58,1692,5.08,5.11,3.16,2
45617,0.55,Very Good,D,SI1,60.7,58,1692,5.24,5.3,3.2,2
45618,0.55,Very Good,D,SI1,61.2,58,1692,5.24,5.29,3.22,2
45619,0.55,Ideal,F,VS2,61.7,57,1692,5.24,5.29,3.25,2
45620,0.55,Ideal,F,VS2,61.1,57,1692,5.27,5.3,3.23,2
45621,0.55,Ideal,F,VS2,61.1,56,1692,5.27,5.31,3.23,2
45622,0.55,Premium,D,SI1,61,58,1692,5.27,5.29,3.22,2
45623,0.55,Ideal,F,VS2,61.7,56,1692,5.26,5.3,3.26,2
45624,0.55,Very Good,F,VS2,61.7,56,1692,5.25,5.29,3.25,2
45625,0.55,Ideal,D,SI1,60.6,56,1692,5.27,5.32,3.21,2
45626,0.61,Ideal,J,VVS1,60.9,56,1692,5.45,5.51,3.34,2
45627,0.53,Ideal,G,VS1,62.2,55,1692,5.18,5.21,3.23,2
45628,0.69,Fair,I,VS1,57.9,63,1692,5.73,5.77,3.33,2
45629,0.53,Very Good,F,VS2,59.2,58,1693,5.29,5.31,3.14,2
45630,0.4,Ideal,D,VVS2,61.2,56,1693,4.76,4.78,2.92,2
45631,0.32,Good,E,SI1,63.3,55,524,4.33,4.36,2.75,1
45632,0.3,Very Good,H,VVS2,61.5,57,525,4.32,4.36,2.66,1
45633,0.28,Very Good,H,VVS1,62.9,54,525,4.2,4.23,2.65,1
45634,0.25,Very Good,G,VVS1,61.7,56,525,4.07,4.09,2.51,1
45635,0.25,Very Good,G,VVS1,63,54,525,4.02,4.04,2.54,1
45636,0.25,Very Good,G,VVS1,61.8,56,525,4.03,4.06,2.5,1
45637,0.25,Very Good,G,VVS1,60.6,55,525,4.12,4.14,2.5,1
45638,0.25,Very Good,G,VVS1,61.8,57,525,4.04,4.07,2.5,1
45639,0.25,Very Good,G,VVS1,61.4,56,525,4.04,4.07,2.49,1
45640,0.23,Very Good,F,VVS1,60.7,55,525,3.98,4,2.42,1
45641,0.36,Ideal,J,VVS2,61.7,55,525,4.61,4.63,2.85,1
45642,0.25,Ideal,G,VVS2,62,54,525,4.05,4.08,2.52,1
45643,0.25,Ideal,G,VVS2,62.1,57,525,4.01,4.07,2.5,1
45644,0.25,Ideal,G,VVS2,61.5,56,525,4.06,4.08,2.5,1
45645,0.25,Ideal,G,VVS2,62.1,56,525,4.02,4.05,2.5,1
45646,0.25,Ideal,G,VVS2,61.9,55,525,4.07,4.1,2.53,1
45647,0.25,Ideal,H,VVS1,60.2,56,525,4.1,4.11,2.47,1
45648,0.25,Ideal,H,VVS1,62.4,55,525,4.04,4.08,2.53,1
45649,0.29,Ideal,G,VS2,61.6,56,525,4.26,4.29,2.63,1
45650,0.29,Ideal,G,VS2,60.7,55,525,4.31,4.35,2.63,1
45651,0.38,Ideal,J,SI1,62,54,525,4.66,4.7,2.9,1
45652,0.38,Ideal,J,SI1,62,54,525,4.67,4.71,2.91,1
45653,0.38,Ideal,J,SI1,61.8,54,525,4.68,4.7,2.9,1
45654,0.25,Ideal,H,IF,61.4,57,525,4.05,4.08,2.49,1
45655,0.25,Premium,E,VS2,59.7,61,525,4.1,4.08,2.44,1
45656,0.25,Very Good,E,VVS2,63.1,55,526,3.98,4.04,2.53,1
45657,0.25,Very Good,E,VVS1,60.1,57,526,4.08,4.11,2.46,1
45658,0.3,Very Good,E,SI1,59.7,59.9,526,4.36,4.4,2.61,1
45659,0.25,Very Good,F,IF,63.3,59,526,3.99,4.04,2.54,1
45660,0.24,Ideal,F,VVS2,62.4,55,526,3.99,4.02,2.5,1
45661,0.54,Premium,F,SI1,62.3,58,1693,5.26,5.2,3.26,2
45662,0.5,Very Good,G,VS1,61,58,1694,5.08,5.15,3.12,2
45663,0.59,Ideal,D,SI1,61.2,56,1694,5.38,5.43,3.31,2
45664,0.59,Good,D,SI1,63.7,56,1694,5.32,5.35,3.4,2
45665,0.52,Ideal,G,VS1,62.8,55,1694,5.16,5.13,3.23,2
45666,0.52,Ideal,G,VS1,63,54,1694,5.17,5.12,3.24,2
45667,0.53,Ideal,D,VS2,61.8,57,1694,5.17,5.21,3.21,2
45668,0.52,Ideal,G,VS1,61.3,56,1694,5.2,5.17,3.18,2
45669,0.52,Ideal,E,VS2,61.4,54,1694,5.23,5.2,3.2,2
45670,0.52,Ideal,E,VS2,61.5,56,1694,5.2,5.18,3.19,2
45671,0.52,Ideal,E,VS2,61.3,57,1694,5.22,5.19,3.19,2
45672,0.52,Ideal,E,VS2,62.1,56,1694,5.2,5.17,3.22,2
45673,0.52,Ideal,E,VS2,60.4,57,1694,5.22,5.17,3.14,2
45674,0.52,Very Good,E,VS2,63.4,57,1694,5.16,5.12,3.26,2
45675,0.52,Premium,E,VS2,61.6,59,1694,5.16,5.14,3.17,2
45676,0.52,Premium,E,VS2,62.5,60,1694,5.14,5.1,3.2,2
45677,0.52,Ideal,E,VS2,61.7,57,1694,5.17,5.1,3.17,2
45678,0.56,Ideal,H,VS2,61.8,54,1694,5.34,5.31,3.29,2
45679,0.52,Ideal,H,VVS1,62.4,55,1695,5.11,5.15,3.2,2
45680,0.5,Ideal,E,VS2,61.3,55,1695,5.13,5.15,3.15,2
45681,0.54,Ideal,E,VS2,61.6,59,1695,5.21,5.24,3.22,2
45682,0.53,Ideal,G,VS1,61.9,55,1695,5.22,5.25,3.24,2
45683,0.5,Ideal,F,VS1,61.6,57,1695,5.07,5.09,3.13,2
45684,0.5,Ideal,F,VS1,61.2,56,1695,5.13,5.17,3.15,2
45685,0.55,Good,E,VS2,59.8,61,1695,5.29,5.32,3.17,2
45686,0.54,Ideal,H,VVS2,61.1,56,1696,5.23,5.28,3.21,2
45687,0.54,Ideal,H,VVS2,61.8,56,1696,5.25,5.27,3.25,2
45688,0.71,Premium,I,SI2,62.1,58,1696,5.7,5.67,3.53,2
45689,0.7,Fair,D,SI2,71.6,55,1696,5.47,5.28,3.85,2
45690,0.51,Very Good,F,VS1,62.4,59,1697,5.04,5.09,3.16,2
45691,0.51,Very Good,E,VS1,60.4,59,1697,5.16,5.2,3.13,2
45692,0.53,Ideal,F,VS1,60.7,55,1697,5.32,5.25,3.21,2
45693,0.51,Ideal,E,VS1,61.8,55,1697,5.15,5.18,3.19,2
45694,0.7,Good,H,SI2,64.2,58,1697,5.56,5.6,3.58,2
45695,0.7,Fair,I,SI1,65.8,57,1697,5.46,5.55,3.62,2
45696,0.54,Very Good,G,VS1,63.6,56,1698,5.17,5.24,3.31,2
45697,0.51,Very Good,H,SI1,61,55,1698,5.18,5.21,3.17,2
45698,0.5,Premium,E,VS1,58.8,62,1698,5.17,5.14,3.03,2
45699,0.59,Ideal,I,VVS1,61.6,55,1698,5.4,5.45,3.34,2
45700,0.58,Ideal,E,VS2,60.9,59,1698,5.36,5.44,3.29,2
45701,0.57,Ideal,E,VS2,62.2,55,1698,5.3,5.34,3.31,2
45702,0.6,Ideal,D,SI1,61.4,55,1698,5.43,5.45,3.34,2
45703,0.56,Ideal,I,VVS1,62,56,1698,5.29,5.26,3.27,2
45704,0.56,Premium,I,VVS1,62.4,56,1698,5.28,5.24,3.28,2
45705,0.56,Ideal,I,VVS1,62,57,1698,5.33,5.29,3.29,2
45706,0.56,Ideal,G,VS2,62.1,56,1698,5.31,5.29,3.29,2
45707,0.56,Ideal,G,VS2,61,57,1698,5.34,5.32,3.25,2
45708,0.56,Ideal,H,VS1,62.8,56,1698,5.28,5.23,3.3,2
45709,0.56,Ideal,G,VS2,61.2,56,1698,5.33,5.29,3.25,2
45710,0.56,Ideal,G,VS2,61.7,56,1698,5.34,5.3,3.28,2
45711,0.56,Ideal,G,VS2,60.6,57,1698,5.36,5.33,3.24,2
45712,0.56,Premium,G,VS2,60.9,58,1698,5.36,5.34,3.26,2
45713,0.56,Premium,G,VS2,62.5,57,1698,5.28,5.25,3.29,2
45714,0.56,Ideal,G,VS2,62,56,1698,5.3,5.28,3.28,2
45715,0.56,Ideal,G,VS2,61.9,55,1698,5.32,5.28,3.28,2
45716,0.56,Ideal,E,SI1,62.3,56,1698,5.3,5.26,3.29,2
45717,0.56,Ideal,E,SI1,61.7,56,1698,5.33,5.3,3.28,2
45718,0.56,Ideal,E,SI1,60.9,56,1698,5.35,5.32,3.25,2
45719,0.56,Ideal,E,SI1,62.7,57,1698,5.27,5.23,3.29,2
45720,0.55,Ideal,F,VS2,61.2,55,1698,5.3,5.28,3.24,2
45721,0.55,Premium,F,VS2,62.2,58,1698,5.26,5.22,3.26,2
45722,0.55,Ideal,F,VS2,62.7,55,1698,5.26,5.24,3.29,2
45723,0.55,Premium,D,SI1,61.6,56,1698,5.28,5.24,3.24,2
45724,0.55,Premium,D,SI1,62.7,59,1698,5.25,5.22,3.28,2
45725,0.6,Premium,E,SI1,60,57,1698,5.52,5.48,3.3,2
45726,0.72,Very Good,H,SI2,63.3,57,1698,5.7,5.67,3.6,2
45727,0.63,Ideal,F,SI1,62.6,56,1698,5.53,5.49,3.45,2
45728,0.55,Premium,D,SI1,60.5,60,1698,5.3,5.27,3.2,2
45729,0.55,Premium,E,SI1,60.8,58,1698,5.32,5.29,3.22,2
45730,0.55,Premium,F,VS2,59.7,58,1698,5.37,5.31,3.19,2
45731,0.7,Good,J,SI2,61.6,57.2,1699,5.65,5.68,3.49,2
45732,0.7,Good,I,SI2,63.4,59,1699,5.66,5.57,3.56,2
45733,0.56,Ideal,E,VS2,62.8,57,1699,5.21,5.23,3.28,2
45734,0.52,Ideal,H,VS1,62,55,1699,5.15,5.19,3.2,2
45735,0.52,Ideal,H,VS1,61,56,1699,5.15,5.23,3.17,2
45736,0.5,Premium,E,VS2,60.7,59,1699,5.13,5.11,3.11,2
45737,0.5,Premium,E,VS2,60.5,60,1699,5.13,5.09,3.09,2
45738,0.73,Premium,H,SI2,61.2,59,1699,5.83,5.77,3.55,2
45739,0.62,Very Good,D,SI1,62.4,58,1700,5.42,5.47,3.4,2
45740,0.53,Ideal,E,VS1,60.9,57,1700,5.19,5.25,3.18,2
45741,0.55,Ideal,F,SI1,61.9,55,1700,5.25,5.29,3.26,2
45742,0.5,Ideal,E,SI1,61.5,57,1700,5.08,5.1,3.13,2
45743,0.52,Good,D,VS2,63.4,56,1701,5.09,5.16,3.25,2
45744,0.52,Very Good,D,VS2,59.4,61,1701,5.23,5.24,3.11,2
45745,0.52,Good,D,VS2,63.5,57,1701,5.08,5.13,3.24,2
45746,0.52,Ideal,D,VS2,62,53,1701,5.17,5.21,3.22,2
45747,0.5,Good,D,VS1,64.2,55,1701,5.01,5.08,3.24,2
45748,0.58,Fair,G,VS1,64.7,60,1701,5.23,5.28,3.41,2
45749,0.51,Ideal,H,VVS1,62.7,57,1702,5.12,5.15,3.22,2
45750,0.55,Ideal,F,VS2,60.9,57,1702,5.3,5.34,3.24,2
45751,0.7,Ideal,I,SI2,61.5,53,1702,5.74,5.77,3.54,2
45752,0.5,Very Good,D,VS2,59.1,59,1703,5.19,5.24,3.08,2
45753,0.53,Ideal,D,VS2,61.4,55,1704,5.24,5.21,3.21,2
45754,0.61,Premium,G,VS1,61.7,60,1704,5.46,5.4,3.35,2
45755,0.61,Premium,E,VS2,61.2,62,1704,5.48,5.44,3.34,2
45756,0.49,Fair,E,VVS2,65.5,58,1705,4.91,4.86,3.2,2
45757,0.59,Ideal,G,VS2,62,57,1705,5.31,5.4,3.32,2
45758,0.58,Ideal,F,SI1,62.2,57,1705,5.37,5.33,3.33,2
45759,0.96,Fair,H,I1,61.1,60,1705,6.26,6.07,3.77,2
45760,0.96,Fair,H,I1,66.9,60,1705,6.15,6.04,4.09,2
45761,0.61,Very Good,I,VS2,62.7,57,1706,5.39,5.42,3.39,2
45762,0.56,Very Good,F,VS2,60.8,57,1706,5.29,5.33,3.23,2
45763,0.51,Very Good,F,VS1,61,59,1706,5.16,5.1,3.13,2
45764,0.5,Very Good,H,IF,61.3,60,1706,5.08,5.17,3.14,2
45765,0.58,Ideal,F,VS2,60.2,57,1706,5.43,5.48,3.28,2
45766,0.61,Ideal,H,VS1,61.6,56.9,1706,5.4,5.49,3.36,2
45767,0.61,Good,H,VS1,60.1,60.3,1706,5.47,5.5,3.29,2
45768,0.53,Ideal,D,SI1,61.2,57,1706,5.24,5.19,3.19,2
45769,0.52,Ideal,F,VS1,62.5,57,1707,5.17,5.13,3.22,2
45770,0.54,Very Good,E,VS2,61.2,58,1707,5.21,5.28,3.21,2
45771,0.52,Ideal,D,VS1,60.9,56,1707,5.17,5.21,3.16,2
45772,0.52,Premium,G,VVS2,61,58,1707,5.15,5.21,3.16,2
45773,0.53,Ideal,E,VS2,60.8,55,1707,5.26,5.3,3.21,2
45774,0.53,Ideal,E,VS2,61.4,55,1707,5.19,5.24,3.2,2
45775,0.54,Very Good,I,IF,58.8,61,1708,5.29,5.35,3.13,2
45776,0.65,Premium,E,SI1,58.5,58,1708,5.68,5.64,3.31,2
45777,0.56,Ideal,F,VS2,61,55,1708,5.33,5.35,3.26,2
45778,0.52,Ideal,E,VS2,61.7,56,1708,5.13,5.18,3.18,2
45779,0.51,Ideal,G,VS1,61.5,54.9,1708,5.13,5.25,3.17,2
45780,0.51,Ideal,G,VS1,60.9,56,1708,5.16,5.19,3.15,2
45781,0.51,Ideal,E,VS1,61.5,53,1708,5.17,5.24,3.2,2
45782,0.56,Ideal,D,SI1,61.3,55,1708,5.32,5.35,3.27,2
45783,0.67,Good,I,VS2,60.7,61.4,1708,5.6,5.64,3.41,2
45784,0.5,Good,D,VS2,64,56,1708,5.04,5.02,3.22,2
45785,0.66,Premium,E,SI1,61.1,56,1708,5.68,5.62,3.45,2
45786,0.55,Premium,E,VS2,58.1,62,1708,5.46,5.38,3.15,2
45787,0.68,Premium,H,SI1,58.7,60,1708,5.8,5.76,3.39,2
45788,0.64,Ideal,J,VVS2,62.4,57,1709,5.48,5.51,3.43,2
45789,0.59,Very Good,I,VVS1,62.8,58,1709,5.3,5.34,3.34,2
